country_iso3,year,gdp
NA,2006,975498431473.4788
NA,2007,1129464143218.9048
NA,2008,1280460471257.3284
NA,2009,1223187004131.9338
NA,2010,1447125748526.3345
NA,2011,1626613553670.3948
NA,2012,1689385832315.5527
NA,2013,1796174725333.6858
NA,2014,1872887522796.9463
NA,2015,1667230590352.5269
NA,2016,1520442531814.6355
NA,2017,1624180269855.7954
NA,2018,1779124613364.5764
NA,2019,1828592235182.8677
NA,2020,1714838253754.9446
NA,2021,1931278037791.8655
NA,2022,2059044970799.401
NA,2023,2030607752381.9211
SDN,1960,1127011494.2528737
SDN,1961,1223563218.3908043
SDN,1962,1329022988.505747
SDN,1963,1352011494.2528737
SDN,1964,1389080459.770115
SDN,1965,1447701149.4252872
SDN,1966,1485344827.586207
SDN,1967,1608333333.3333333
SDN,1968,1678735632.1839085
SDN,1969,1848563218.3908043
SDN,1970,2101436781.6091957
SDN,1971,2289655172.413793
SDN,1972,2484482758.62069
SDN,1973,3079022988.5057473
SDN,1974,3961206896.551724
SDN,1975,4825862068.965517
SDN,1976,6016666666.666667
SDN,1977,7503448275.862069
SDN,1978,8138461538.461538
SDN,1979,8421678321.678321
SDN,1980,8951800000
SDN,1981,10751162790.697674
SDN,1982,8735294117.647058
SDN,1983,8230153846.153847
SDN,1984,10447615384.615383
SDN,1985,8075347222.222222
SDN,1986,10092200000
SDN,1987,12093333333.333334
SDN,1988,14372555555.55556
SDN,1989,21408111111.111115
SDN,1990,33641222222.222225
SDN,1991,44168918918.918915
SDN,1992,7031909434.272107
SDN,1993,8881005435.806017
SDN,1994,12793794737.042011
SDN,1995,13830363899.916332
SDN,1996,9018300724.660856
SDN,1997,11681175864.338284
SDN,1998,11250221536.748407
SDN,1999,10682028339.68982
SDN,2000,12257299147.293604
SDN,2001,15716361792.192642
SDN,2002,18137128388.360603
SDN,2003,21355298459.595512
SDN,2004,26646007250.731857
SDN,2005,35182711987.974014
SDN,2006,45263831634.1497
SDN,2007,59440139774.81277
SDN,2008,64833083257.1431
SDN,2009,51621044076.92307
SDN,2010,58962978034.48276
SDN,2011,55018567210.52632
SDN,2012,37632919966.666664
SDN,2013,43024018082.19178
SDN,2014,49516748617.977524
SDN,2015,51726758676.76768
SDN,2016,42630376000
SDN,2017,41283617976.190475
SDN,2018,32333780383.29238
SDN,2019,32338079165.289257
SDN,2020,27034593750
SDN,2021,34229513774.993607
SDN,2022,51666875363.0963
SDN,2023,109327023588.7324
SUR,1960,99650000
SUR,1961,107700000
SUR,1962,116150000
SUR,1963,125950000
SUR,1964,134400000
SUR,1965,154150000
SUR,1966,190350000
SUR,1967,220700000
SUR,1968,241350000
SUR,1969,259650000
SUR,1970,274900000
SUR,1971,301000000
SUR,1972,311950000
SUR,1973,339449999.99999994
SUR,1974,409850000
SUR,1975,465500000.00000006
SUR,1976,505499999.99999994
SUR,1977,641500000
SUR,1978,735500000
SUR,1979,782500000
SUR,1980,795000000
SUR,1981,889000000
SUR,1982,915000000
SUR,1983,883500000
SUR,1984,864000000
SUR,1985,873000000
SUR,1986,891000000
SUR,1987,980000000
SUR,1988,1161000000
SUR,1989,542600000
SUR,1990,388400000
SUR,1991,448100000
SUR,1992,404600000
SUR,1993,428764705.8823529
SUR,1994,605492537.3134328
SUR,1995,691590497.7375566
SUR,1996,861372806.2082002
SUR,1997,926422500
SUR,1998,1110850000
SUR,1999,886290697.6744186
SUR,2000,947671969.6969696
SUR,2001,834279357.7981651
SUR,2002,1093574468.0851064
SUR,2003,1274190311.4186852
SUR,2004,1484092538.405267
SUR,2005,1793410397.387383
SUR,2006,2626380435.178773
SUR,2007,2936612021.8579235
SUR,2008,3532969034.608379
SUR,2009,3875409836.0655737
SUR,2010,4368370997.921263
SUR,2011,4422276621.787026
SUR,2012,4980000000
SUR,2013,5145757575.757576
SUR,2014,5240606060.606061
SUR,2015,5126237646.220717
SUR,2016,3317421648.0991807
SUR,2017,3591679430.999881
SUR,2018,3996198866.574535
SUR,2019,4016040575.0879593
SUR,2020,2911807496.2022653
SUR,2021,3081401725.888325
SUR,2022,3620987993.326366
SUR,2023,3782437296.0432286
SWE,1960,15953203852.683084
SWE,1961,17354781170.861324
SWE,1962,18821353528.99362
SWE,1963,20371666154.37612
SWE,1964,22718426804.352917
SWE,1965,25000191834.464943
SWE,1966,27194141951.330715
SWE,1967,29517675437.388924
SWE,1968,31323283317.2145
SWE,1969,34016617941.58888
SWE,1970,38092452060.620125
SWE,1971,41566412922.60872
SWE,1972,48954145808.83588
SWE,1973,59404966684.22137
SWE,1974,66013338964.72496
SWE,1975,82885397620.53851
SWE,1976,89362071672.90341
SWE,1977,94468740851.4816
SWE,1978,104442351222.7509
SWE,1979,123386410160.71468
SWE,1980,142092068280.6885
SWE,1981,129686938223.3282
SWE,1982,114380557730.87576
SWE,1983,105014356666.7971
SWE,1984,109201362581.30032
SWE,1985,114123537581.79433
SWE,1986,150498057723.62286
SWE,1987,183009638350.8927
SWE,1988,206986674500.58752
SWE,1989,217948315624.56372
SWE,1990,261846194498.88492
SWE,1991,274229034311.69904
SWE,1992,284321115594.6289
SWE,1993,212953336588.12344
SWE,1994,229033566614.82632
SWE,1995,267305875261.09933
SWE,1996,291743811512.07874
SWE,1997,268146144677.7299
SWE,1998,270809066780.7142
SWE,1999,274072182416.73123
SWE,2000,262835454366.8551
SWE,2001,242395852494.409
SWE,2002,266849061835.6595
SWE,2003,334337212322.0756
SWE,2004,385118044877.46466
SWE,2005,392218088878.77856
SWE,2006,423093437423.7619
SWE,2007,491252589217.0207
SWE,2008,517706149201.1955
SWE,2009,436537014293.5535
SWE,2010,495812558843.3104
SWE,2011,574094112972.7327
SWE,2012,552483727282.8025
SWE,2013,586841821796.8911
SWE,2014,581964017237.0946
SWE,2015,505103781349.7569
SWE,2016,515654671469.54694
SWE,2017,541018749769.0971
SWE,2018,555455371487.0894
SWE,2019,533879529188.45374
SWE,2020,547054174235.87585
SWE,2021,639714956069.4681
SWE,2022,590409594949.1022
SWE,2023,593267701033.4082
CHE,1960,10412232620.52584
CHE,1961,11713348834.306866
CHE,1962,12989649694.281164
CHE,1963,14283872299.045551
CHE,1964,15833133857.628052
CHE,1965,16780226225.08496
CHE,1966,18019402373.538822
CHE,1967,19397044714.096264
CHE,1968,20712102793.802624
CHE,1969,22442043274.07404
CHE,1970,24998066773.38211
CHE,1971,30040171750.64709
CHE,1972,36844318854.2403
CHE,1973,49550006319.51466
CHE,1974,57103011445.641594
CHE,1975,65466081819.238365
CHE,1976,68476524643.94303
CHE,1977,73135771167.04805
CHE,1978,102280472035.79416
CHE,1979,114970094424.73083
CHE,1980,122557843886.13716
CHE,1981,112244805518.78629
CHE,1982,115043365512.48584
CHE,1983,114634358534.61008
CHE,1984,109455312167.51076
CHE,1985,110980314191.52658
CHE,1986,159089921062.87177
CHE,1987,199236370037.55365
CHE,1988,215540625298.98175
CHE,1989,208105846934.4092
CHE,1990,265763573999.42413
CHE,1991,268901693863.3194
CHE,1992,279921425828.47394
CHE,1993,272237527070.9258
CHE,1994,301375055202.16425
CHE,1995,352835806342.4947
CHE,1996,340103959546.9256
CHE,1997,294788198856.1979
CHE,1998,303459014346.80646
CHE,1999,297873643323.1261
CHE,2000,279216033870.2037
CHE,2001,286582672434.22614
CHE,2002,309301422430.38623
CHE,2003,362075086507.7597
CHE,2004,403912891033.37354
CHE,2005,418284865884.9983
CHE,2006,441634672196.5226
CHE,2007,490740715594.80176
CHE,2008,567267767519.158
CHE,2009,554212916092.2709
CHE,2010,598851028906.5803
CHE,2011,715888126682.3959
CHE,2012,686420221557.9899
CHE,2013,706234937370.9675
CHE,2014,726537808338.0005
CHE,2015,694118186379.6278
CHE,2016,687895460902.7133
CHE,2017,695200833086.4989
CHE,2018,725568717468.0009
CHE,2019,721369112726.7239
CHE,2020,741999406005.6272
CHE,2021,813408787222.4987
CHE,2022,818426550206.4498
CHE,2023,884940402230.4088
SYR,1960,857704431.6879464
SYR,1961,945244992.212903
SYR,1962,1110565863.543532
SYR,1963,1200447429.3690808
SYR,1964,1339494290.439324
SYR,1965,1472036550.711825
SYR,1966,1342287556.5829074
SYR,1967,1580229795.125449
SYR,1968,1753746369.6853652
SYR,1969,2245011571.9855757
SYR,1970,2140383979.216372
SYR,1971,2589851240.519082
SYR,1972,3059681664.7434726
SYR,1973,3239487611.7799244
SYR,1974,5159556980.8440075
SYR,1975,6826980534.889599
SYR,1976,7633528673.680348
SYR,1977,7696011416.841057
SYR,1978,9275200184.608929
SYR,1979,9929681649.336514
SYR,1980,13062420540.911455
SYR,1981,15518201653.828665
SYR,1982,16298929565.270231
SYR,1983,17589277049.840878
SYR,1984,17503077755.182484
SYR,1985,16403540489.611631
SYR,1986,13293205173.067772
SYR,1987,11356215250.563152
SYR,1988,10577041826.05192
SYR,1989,9853395871.832275
SYR,1990,12308624283.956398
SYR,1991,12981833333.333334
SYR,1992,13253565898.955755
SYR,1993,13695962019.208378
SYR,1994,10122020000
SYR,1995,11396706586.826347
SYR,1996,13789560878.243511
SYR,1997,14505233463.03502
SYR,1998,15200846153.846151
SYR,1999,15873875968.992249
SYR,2000,18937052543.4373
SYR,2001,20237024724.70393
SYR,2002,20669357462.383083
SYR,2003,21828144686.03942
SYR,2004,25086950495.049503
SYR,2005,28858965517.24138
SYR,2006,33751788856.304985
SYR,2007,40465318382.05847
SYR,2008,52557913192.8669
SYR,2009,54111735241.541405
SYR,2010,61390831317.86349
SYR,2011,67539427670.99577
SYR,2012,43190317724.70877
SYR,2013,21361254647.99036
SYR,2014,21502061462.21215
SYR,2015,16466863097.212492
SYR,2016,12597854884.462015
SYR,2017,16369843341.386547
SYR,2018,21497782880.748817
SYR,2019,22583045052.559994
SYR,2020,11155888304.002296
SYR,2021,8980060818.721447
TJK,1990,2603571428.571429
TJK,1991,2550943396.226415
TJK,1992,1908554572.2713864
TJK,1993,1646623195.1560316
TJK,1994,1522001205.545509
TJK,1995,1231561860.3994637
TJK,1996,1043654822.3350254
TJK,1997,921518032.909326
TJK,1998,1320199581.5226138
TJK,1999,1086612290.2717097
TJK,2000,860541842.2636966
TJK,2001,1080772551.2943304
TJK,2002,1221106220.2867951
TJK,2003,1555318261.4172034
TJK,2004,2076176869.4108884
TJK,2005,2312352020.668896
TJK,2006,2830213848.620304
TJK,2007,3719524540.86193
TJK,2008,5161299725.276728
TJK,2009,4979472364.453397
TJK,2010,5642221099.177043
TJK,2011,6522756255.012003
TJK,2012,7633036903.076341
TJK,2013,8448411318.254166
TJK,2014,9112605459.328451
TJK,2015,8271431485.0748415
TJK,2016,6992416096.890184
TJK,2017,7536402852.858016
TJK,2018,7764999999.453624
TJK,2019,8300813599.3084
TJK,2020,8133963550.657425
TJK,2021,8937805347.13963
TJK,2022,10713525200.39978
TJK,2023,12060602008.847782
TZA,1960,2651729807.3742733
TZA,1961,2826179031.2538676
TZA,1962,3101589992.641155
TZA,1963,3456579293.406073
TZA,1964,3748840925.105197
TZA,1965,3817226546.2053022
TZA,1966,4377998825.131376
TZA,1967,4565132047.473071
TZA,1968,4895251824.049974
TZA,1969,5142066811.490287
TZA,1970,2851419386.0534015
TZA,1971,3050673517.284841
TZA,1972,3472787266.042
TZA,1973,4144104535.443735
TZA,1974,4977337978.409766
TZA,1975,5729917839.510141
TZA,1976,6472511987.882161
TZA,1977,7732598995.084452
TZA,1978,9261675709.837656
TZA,1979,9804637490.872066
TZA,1980,11409228086.757168
TZA,1981,13161540377.601131
TZA,1982,13927383239.779364
TZA,1983,14049883808.98596
TZA,1984,12906635133.152544
TZA,1985,15328295175.410576
TZA,1986,10840864521.245523
TZA,1987,7824193222.115487
TZA,1988,7406614407.458849
TZA,1989,6418799006.801046
TZA,1990,6184384225.025945
TZA,1991,7197768158.583471
TZA,1992,6681997469.312918
TZA,1993,6182872707.825234
TZA,1994,6550480483.938498
TZA,1995,7631431840.499919
TZA,1996,9433528150.36609
TZA,1997,11158197941.915222
TZA,1998,12172790056.373257
TZA,1999,12704334195.815088
TZA,2000,13371767081.742811
TZA,2001,13563990022.364098
TZA,2002,14129651895.69114
TZA,2003,15211487708.76844
TZA,2004,16673062473.398092
TZA,2005,18395383647.497456
TZA,2006,18619859795.285236
TZA,2007,21860434823.480766
TZA,2008,27947821397.927227
TZA,2009,29400573553.60746
TZA,2010,32012892919.369995
TZA,2011,34657140096.4836
TZA,2012,39650394362.92873
TZA,2013,45648857242.314995
TZA,2014,49986726460.68049
TZA,2015,47413919817.12405
TZA,2016,49774409374.453766
TZA,2017,53274884532.78861
TZA,2018,57003712892.08581
TZA,2019,61026731925.92128
TZA,2020,66068737786.06392
TZA,2021,70655628147.89859
TZA,2022,75769974505.01057
TZA,2023,79158286333.52399
THA,1960,2760750860.621967
THA,1961,3034037810.9679537
THA,1962,3308912796.934866
THA,1963,3540403456.5530486
THA,1964,3889129942.307692
THA,1965,4388937649.038462
THA,1966,5279230817.307693
THA,1967,5638461442.307693
THA,1968,6081009427.884615
THA,1969,6695336567.307693
THA,1970,7086538437.5
THA,1971,7375000024.038462
THA,1972,8177873151.042242
THA,1973,10838587357.74659
THA,1974,13702998512.449238
THA,1975,14882770593.979595
THA,1976,16985208648.211235
THA,1977,19779312261.31554
THA,1978,24006566636.6855
THA,1979,27371650824.509174
THA,1980,32353514988.728703
THA,1981,34846039193.61307
THA,1982,36589772403.75658
THA,1983,40042798388.49509
THA,1984,41797647775.623795
THA,1985,38900711332.5373
THA,1986,43096773980.8569
THA,1987,50535446554.876854
THA,1988,61667253471.37359
THA,1989,72250748099.97617
THA,1990,85343190719.01065
THA,1991,98234714971.06122
THA,1992,111452746517.65536
THA,1993,128889262951.15672
THA,1994,146683778959.101
THA,1995,169278916592.84286
THA,1996,183035237429.28085
THA,1997,150180456565.72845
THA,1998,113675596787.7377
THA,1999,126669211778.94038
THA,2000,126392224253.79382
THA,2001,120296476180.40192
THA,2002,134300904400.02176
THA,2003,152280615245.88742
THA,2004,172895685154.65817
THA,2005,189318408468.5952
THA,2006,221758296021.62064
THA,2007,262942621455.05292
THA,2008,291382982430.9515
THA,2009,281710630187.3191
THA,2010,341104766329.1696
THA,2011,370818739623.62195
THA,2012,397558325278.5791
THA,2013,420333654592.54706
THA,2014,407339040197.6513
THA,2015,401296238228.0839
THA,2016,413366349747.5081
THA,2017,456356813536.7637
THA,2018,506754208404.4847
THA,2019,543976691793.88586
THA,2020,500461898480.24554
THA,2021,506256494297.33966
THA,2022,495645210972.7507
THA,2023,514944993833.5776
TLS,1990,128210141.761689
TLS,1991,147713000
TLS,1992,187891500
TLS,1993,216914400
TLS,1994,239040500
TLS,1995,262819900.00000003
TLS,1996,306956900
TLS,1997,319972700
TLS,1998,325729800
TLS,1999,225357600
TLS,2000,366924300
TLS,2001,477443500
TLS,2002,469455500
TLS,2003,490439100
TLS,2004,440772000
TLS,2005,462268000
TLS,2006,453792400
TLS,2007,542795400
TLS,2008,648523600
TLS,2009,726937800
TLS,2010,881909300
TLS,2011,1042534600
TLS,2012,1160555000
TLS,2013,1395727400
TLS,2014,1447535200
TLS,2015,1595205100
TLS,2016,1652603700
TLS,2017,1598208400
TLS,2018,1566157200
TLS,2019,2027034000
TLS,2020,2162619200
TLS,2021,3621958000
TLS,2022,3204753000
TLS,2023,2243142908.4616103
TGO,1960,171057069.13648126
TGO,1961,178497098.26393983
TGO,1962,186745757.8576066
TGO,1963,202305865.237247
TGO,1964,234572186.4569888
TGO,1965,264505506.02184188
TGO,1966,305227594.81949085
TGO,1967,327215843.63611007
TGO,1968,341691567.465322
TGO,1969,378091809.603442
TGO,1970,358665753.90774816
TGO,1971,404648367.76818347
TGO,1972,474043921.84427863
TGO,1973,574030983.9808153
TGO,1974,791450308.3634921
TGO,1975,871781686.906775
TGO,1976,874681611.9302436
TGO,1977,1097893825.9895089
TGO,1978,1164025637.2635083
TGO,1979,1259365711.5355926
TGO,1980,1604836915.964917
TGO,1981,1359026709.449752
TGO,1982,1160337039.381871
TGO,1983,1081387264.6067913
TGO,1984,1014170069.2163924
TGO,1985,1076604520.4239416
TGO,1986,1498219578.869588
TGO,1987,1763978065.837011
TGO,1988,1947208354.2258651
TGO,1989,1910635575.379661
TGO,1990,2299665505.6155224
TGO,1991,2262767860.1422486
TGO,1992,2390796916.0024905
TGO,1993,1741944426.3196552
TGO,1994,1387662121.4840896
TGO,1995,1849110468.20595
TGO,1996,2069506014.5337007
TGO,1997,2116818622.8985136
TGO,1998,2241650112.252904
TGO,1999,2226577203.9642944
TGO,2000,2106848752.2546792
TGO,2001,2093498674.4431212
TGO,2002,2410199032.4326053
TGO,2003,2987984050.9418645
TGO,2004,3191561508.734136
TGO,2005,3221910408.4300694
TGO,2006,3320907721.810947
TGO,2007,3759964943.40568
TGO,2008,4578849658.060658
TGO,2009,4721890900.138889
TGO,2010,4746389531.713688
TGO,2011,5422442166.4106245
TGO,2012,5413544658.504504
TGO,2013,6021732977.268109
TGO,2014,6393318261.860072
TGO,2015,5755461035.443332
TGO,2016,6071170959.120933
TGO,2017,6387422517.692251
TGO,2018,7029300383.080308
TGO,2019,6992700101.371879
TGO,2020,7400284167.784795
TGO,2021,8342243645.944384
TGO,2022,8169476148.956921
TGO,2023,9171261835.06264
TON,1975,32506741.720120434
TON,1976,30036416.961994376
TON,1977,34139387.8908849
TON,1978,41567471.67219869
TON,1979,44667002.01207244
TON,1980,53260077.431109086
TON,1981,62242013.330268905
TON,1982,62068161.071102545
TON,1983,60863963.963963956
TON,1984,64248354.54146556
TON,1985,60058663.31447727
TON,1986,68195855.61497326
TON,1987,81667133.45469822
TON,1988,106657267.36734173
TON,1989,106344854.98609458
TON,1990,113563821.57740392
TON,1991,132201141.44686104
TON,1992,137066290.55007052
TON,1993,138489884.3930636
TON,1994,195990986.21420997
TON,1995,208871665.748682
TON,1996,222100576.3454826
TON,1997,214991452.314998
TON,1998,191504892.7613941
TON,1999,199208717.50191283
TON,2000,204848487.80648512
TON,2001,181117230.40654567
TON,2002,182764280.8285007
TON,2003,202246591.2155022
TON,2004,230657627.23132345
TON,2005,261803684.24175352
TON,2006,292230662.3990124
TON,2007,298519024.14082026
TON,2008,344436582.0757636
TON,2009,312377678.8394101
TON,2010,366832215.1895781
TON,2011,414533117.6922989
TON,2012,470705196.4326592
TON,2013,450650633.0413497
TON,2014,439877614.4192064
TON,2015,437003078.563584
TON,2016,420548712.433288
TON,2017,460374354.8472466
TON,2018,488906838.5948662
TON,2019,512053692.0786754
TON,2020,484796854.9187562
TON,2021,469228219.6657909
TON,2022,500274898.08522147
TTO,1960,535670127.74893546
TTO,1961,584961208.6565945
TTO,1962,619319197.3400222
TTO,1963,678235373.038558
TTO,1964,711893367.5552704
TTO,1965,736568861.9261507
TTO,1966,723735635.5363705
TTO,1967,761981474.0233588
TTO,1968,758899950
TTO,1969,779200000
TTO,1970,821850000
TTO,1971,896754316.6742619
TTO,1972,1083381044.0847342
TTO,1973,1308799458.962842
TTO,1974,2042031901.4221704
TTO,1975,2442667573.0482073
TTO,1976,2500410583.791773
TTO,1977,3138666666.666667
TTO,1978,3562333458.3333335
TTO,1979,4602416625
TTO,1980,6235833333.333334
TTO,1981,6992083333.333334
TTO,1982,8140416666.666667
TTO,1983,7763750000
TTO,1984,7757083333.333334
TTO,1985,7375918367.346938
TTO,1986,4794444444.444445
TTO,1987,4797777777.777778
TTO,1988,4496852073.468963
TTO,1989,4323058823.529411
TTO,1990,5068000000
TTO,1991,5307905882.3529415
TTO,1992,5439552941.176471
TTO,1993,4669488516.37981
TTO,1994,4947205860.014515
TTO,1995,5329214163.220015
TTO,1996,5759537726.266007
TTO,1997,5737751331.6377945
TTO,1998,6043694330.21609
TTO,1999,6808982520.757593
TTO,2000,8154338232.959776
TTO,2001,8824873259.321054
TTO,2002,9008273720.933954
TTO,2003,11305459802.068275
TTO,2004,13280275123.035402
TTO,2005,15982282462.378565
TTO,2006,18369361094.388645
TTO,2007,21641620049.93521
TTO,2008,27871587349.541267
TTO,2009,19172165225.50151
TTO,2010,22157948396.20422
TTO,2011,25433011405.30167
TTO,2012,27334581560.283688
TTO,2013,28709988700.2142
TTO,2014,29699968760.72777
TTO,2015,27026080986.578026
TTO,2016,23713671528.142097
TTO,2017,24040299977.874477
TTO,2018,24569079488.391327
TTO,2019,23775754304.665176
TTO,2020,20807571314.304337
TTO,2021,24496505940.66731
TTO,2022,30053575132.141956
TTO,2023,28139944790.291103
TUN,1961,866155428.5714287
TUN,1962,880027733.3333334
TUN,1963,1026737600
TUN,1964,1025866792.1568629
TUN,1965,991047619.0476187
TUN,1966,1040952380.9523808
TUN,1967,1085714285.7142856
TUN,1968,1214666666.6666665
TUN,1969,1289904761.9047618
TUN,1970,1439238095.2380953
TUN,1971,1685162272.4065197
TUN,1972,2237556148.510846
TUN,1973,2730813385.326236
TUN,1974,3545868575.146389
TUN,1975,4328965587.532659
TUN,1976,4508191942.160807
TUN,1977,5109324009.324009
TUN,1978,5968460080.1113
TUN,1979,7188863903.636748
TUN,1980,8744134354.161522
TUN,1981,8428445294.084292
TUN,1982,8133580051.70251
TUN,1983,8350582747.835413
TUN,1984,8254541194.825658
TUN,1985,8410226052.611397
TUN,1986,9017806654.416904
TUN,1987,9696715910.70907
TUN,1988,10096245762.435242
TUN,1989,10101851744.562693
TUN,1990,12290568181.818182
TUN,1991,13074782608.695652
TUN,1992,15496708060.41837
TUN,1993,14608335608.154287
TUN,1994,15633174304.090536
TUN,1995,18030876599.3444
TUN,1996,19587161806.765507
TUN,1997,20746210353.844982
TUN,1998,21802893587.125954
TUN,1999,22943202174.966805
TUN,2000,21473528160.778236
TUN,2001,22065832448.86228
TUN,2002,23141616604.524197
TUN,2003,27453902261.462925
TUN,2004,31183885241.439552
TUN,2005,32272186694.80428
TUN,2006,34376664600.589775
TUN,2007,38915353866.75699
TUN,2008,44859439902.21906
TUN,2009,43455740497.30611
TUN,2010,46206091937.96283
TUN,2011,48123325825.07389
TUN,2012,47311401812.67335
TUN,2013,48685446413.95297
TUN,2014,50271812920.612015
TUN,2015,45779494041.92953
TUN,2016,44360072680.44765
TUN,2017,42163530590.9462
TUN,2018,42686580020.83218
TUN,2019,41905540184.42405
TUN,2020,42491816475.71184
TUN,2021,46812290143.34397
TUN,2022,44579761022.89928
TUN,2023,48529595416.65326
TUR,1960,7566666666.666666
TUR,1961,7988888888.888888
TUR,1962,8922222222.222221
TUR,1963,10355555555.555555
TUR,1964,11177777777.777777
TUR,1965,11966666666.666666
TUR,1966,14100000000
TUR,1967,15644444444.444445
TUR,1968,17500000000
TUR,1969,19466666666.666668
TUR,1970,17863636363.636364
TUR,1971,16166666666.666666
TUR,1972,20650000000
TUR,1973,26000000000
TUR,1974,35414285714.28571
TUR,1975,46042857142.85715
TUR,1976,51450000000
TUR,1977,58683333333.33333
TUR,1978,65912500000
TUR,1979,89616129032.25806
TUR,1980,68823684210.5263
TUR,1981,71180180180.18018
TUR,1982,64369325153.37423
TUR,1983,61803555555.55556
TUR,1984,59937602179.83652
TUR,1985,67232758620.68965
TUR,1986,75673037037.03703
TUR,1987,87190081680.28004
TUR,1988,90875175808.72012
TUR,1989,107127191328.93497
TUR,1990,150655500191.6443
TUR,1991,151034731543.62415
TUR,1992,159104772991.851
TUR,1993,180415757851.61584
TUR,1994,130650447499.07124
TUR,1995,169319579016.25043
TUR,1996,181464408820.09705
TUR,1997,189878399894.64328
TUR,1998,275941990764.17975
TUR,1999,256395932738.43497
TUR,2000,274294623164.04333
TUR,2001,201753123806.69525
TUR,2002,240249071871.10623
TUR,2003,314595572145.76733
TUR,2004,408865430220.331
TUR,2005,506314717661.65546
TUR,2006,557076157773.4795
TUR,2007,681321124295.9143
TUR,2008,770449132861.373
TUR,2009,649289324627.7323
TUR,2010,776967266305.5303
TUR,2011,838785289694.35
TUR,2012,880555885492.2687
TUR,2013,957799120008.3204
TUR,2014,938934609296.9656
TUR,2015,864313810469.0094
TUR,2016,869682881593.0414
TUR,2017,858988492853.742
TUR,2018,778972199727.8585
TUR,2019,761005946788.2214
TUR,2020,720338498174.7438
TUR,2021,819865253669.6614
TUR,2022,907118435952.688
TUR,2023,1108022373259.511
TKM,1987,2500000000
TKM,1988,2700000000
TKM,1989,2800000000
TKM,1990,3000000000
TKM,1991,2950000000
TKM,1992,3200000000
TKM,1993,3180952380.9523807
TKM,1994,2560939794.4199705
TKM,1995,2482249252.850589
TKM,1996,2378759975.4450583
TKM,1997,2450350625.104074
TKM,1998,2605689134.4904246
TKM,1999,2450564100.182922
TKM,2000,2904663310.9824967
TKM,2001,3534772732.3974595
TKM,2002,4462029108.723494
TKM,2003,5977440582.801714
TKM,2004,6838351088.466884
TKM,2005,8103901996.370235
TKM,2006,10276674364.896074
TKM,2007,12664165103.189491
TKM,2008,19271523178.807945
TKM,2009,20214385964.91228
TKM,2010,22583157894.736843
TKM,2011,29233333333.333332
TKM,2012,35164210526.31579
TKM,2013,39197543859.64912
TKM,2014,43524210526.31579
TKM,2015,35799714285.71429
TKM,2016,36169428571.42857
TKM,2017,37926285714.28571
TKM,2018,40765428571.42857
TKM,2019,45232857142.85714
TKM,2020,45818000000
TKM,2021,50007428571.42857
TKM,2022,56542857142.85714
TKM,2023,59887334844.06514
TCA,2001,358744800
TCA,2002,366707900
TCA,2003,409753600
TCA,2004,485598800
TCA,2005,578645800
TCA,2006,721891500
TCA,2007,773489700
TCA,2008,862683600
TCA,2009,703175800
TCA,2010,686787800
TCA,2011,728789600
TCA,2012,727161000
TCA,2013,754238000
TCA,2014,841070000
TCA,2015,942070000
TCA,2016,1032452000
TCA,2017,1028941663.2
TCA,2018,1128749004.5304
TCA,2019,1177285211.72521
TCA,2020,774653669.315186
TCA,2021,1045782453.5755
TCA,2022,1228794382.95121
TCA,2023,1402054390.94734
TUV,1970,2585955.874118042
TUV,1971,2716989.584499944
TUV,1972,2968457.9439252336
TUV,1973,3411915.4388212687
TUV,1974,4122328.666175387
TUV,1975,4014748.0540761985
TUV,1976,3919072.229925627
TUV,1977,3669419.5916494606
TUV,1978,3798781.863297992
TUV,1979,4065659.434283767
TUV,1980,4206128.133704736
TUV,1981,4773017.531638222
TUV,1982,4118945.161646254
TUV,1983,4152550.304164717
TUV,1984,4481977.902553885
TUV,1985,3862851.8831019406
TUV,1986,4574706.211527701
TUV,1987,5020513.499205928
TUV,1988,7011059.371362042
TUV,1989,8454523.247292565
TUV,1990,9542900.901365044
TUV,1991,10127313.913235849
TUV,1992,10535028.14236866
TUV,1993,10414399.956479164
TUV,1994,11772610.657934085
TUV,1995,11922614.198466606
TUV,1996,13338597.330073724
TUV,1997,13734210.09663198
TUV,1998,13795146.209263816
TUV,1999,14800503.258274728
TUV,2000,15073975.534937706
TUV,2001,13964732.327114029
TUV,2002,16842672.59528742
TUV,2003,19456338.031822786
TUV,2004,22798274.979555093
TUV,2005,22909979.81630778
TUV,2006,24096875.463582467
TUV,2007,28450168.692764957
TUV,2008,31874434.857881963
TUV,2009,28076983.9703819
TUV,2010,32105408.47711205
TUV,2011,39196957.4908996
TUV,2012,39345579.47237578
TUV,2013,38615890.63207455
TUV,2014,38760982.65400955
TUV,2015,36811936.082458735
TUV,2016,41629064.22323883
TUV,2017,45276595.35331456
TUV,2018,48015259.87513561
TUV,2019,54123198.5662913
TUV,2020,51746594.31485426
TUV,2021,60196405.71383929
TUV,2022,59065982.08736571
TUV,2023,62280311.585217156
UGA,1960,423008385.7442348
UGA,1961,441524109.0146751
UGA,1962,449012578.6163522
UGA,1963,516147798.7421384
UGA,1964,589056603.773585
UGA,1965,884502309.953801
UGA,1966,925381492.3701526
UGA,1967,967240655.1868964
UGA,1968,1037379252.4149518
UGA,1969,1168556628.8674228
UGA,1970,1259554808.903822
UGA,1971,1417191656.1668768
